|morphs|origin
0|['확실히', '잘', '하', '아', '지', '엇', '어요']|확실히 잘해졋어요
1|['부뤠스~', '중', '독서', 'ㅇ', '있다']|부뤠스~ 중독성있다
2|['잡히', '어', '따', '아']|잡혀따
3|['키', 'ㅇ', '로우', '갓', '타', '터']|킹로우 갓타터
4|['여신', '핑', 'ㅠ', '...', '?']|여신피유...?
5|['이건', '그냥', '긁', '는', '거', '이', 'ㅁ']|이건 그냥 긁는거임
6|['꼬리', '는', '당하', '아요', 'ㅋㅋ']|꼬리는당해요 ㅋㅋ
7|['바드', '님', '이', '살리', '었', '는데', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|바드님이 살렸는데 ㅋㅋㅋㅋㅋㅋ
8|['꼬리', '맞', '는', '게', '더', '치명', '적', '이', 'ㄴ디']|꼬리맞는게 더 치명적인디
9|['걷', '어', '들어가', '면', '도망', '이', 'ㄹ텐데']|걸어들어가면 도망일텐데
10|['다이빙', '하면', '다시', '나오', 'ㅁ']|다이빙하면 다시나옴
11|['피', 'ㅇ', 'ㅠ', '님', '오늘', '뭐', 'ㄴ가', '성수', 'ㄱ', '해', '보이', '시', '네요']|피유님 오늘 뭔가 성숙해보이시네요
12|['소리', '가', '다르', '아요', '소리', '가']|소리가 달라요 소리가
13|['다이빙', '으로', '들어가', '는', '거', '이', '면', '튀어나오', '는', '거', 'ㄱ', 'ㅗ']|다이빙으로 들어가는거면 튀어나오는거고
14|['점프', '해서', '들어가', '면', '다시', '올라오', '아요']|점프해서 들어가면 다시 올라와요
15|['바닥', '에', '모래', '먼지', '나', '출혈', '로', '인하', 'ㄴ', '도', '트', '데', 'ㅁ', '뜨', '면', '바닥', '에', '있', '는', '거', '에', '요']|바닥에 모래먼지나 출혈로 인한 도트뎀 뜨면 바닥에 있는거에요
16|"['위험', '하', 'ㄴ', '디', ""'""]"|위험한디'
17|['디', 'ㄹ', '안', '들어가', '면서', '들어가', '면', '도마', 'ㅇ']|딜 안들어가면서 들어가면 도망
18|['포', '션', '살살', 'ㄴ', 'ㅗ', 'ㄱ', '는', '다']|포션 살살 녹는다
19|['ㅇ', 'ㅗ']|오
20|['왜', 'ㄴ', '매미', '가']|왠 매미가
21|['저', '덩치', '로', '어', '하', '게', '저리', '돌', '지']|저 덩치로 어케 저리돌지
22|['디', '트', '가', '하', '아', '내', '엇', '다', '...']|디트가 해냇다...
23|['왜', '맴', '맴', '맴', '하', 'ㅁ', '?']|왜 맴맴맴 함?
24|['12월', '달', '에', '매미', '이', '라니']|12월달에 매미라니
25|['피', 'ㅇ', 'ㅠ', '님', '마비', 'ㄴ', '박사', '닮', '으시', '었', '어요']|피유님 마빈박사 닮으셨어요
26|['맞', '아요', '디', 'ㄹ', '안', '부족', '하', '아요']|맞아요 딜 안부족해요
27|['디', 'ㄹ', '은', '넘치', '는', '상황']|딜은 넘치는 상황
28|['튀어나오', 'ㅁ', '이제']|튀어나옴이제
29|['자', '개', 'ㄱ', 'ㅋㅋ']|자객 ㅋㅋ
30|['여신', '핑', 'ㅠ', '님', '?', 'ㅋㅋ']|여신피유님? ㅋㅋ
31|['오', '아', '진짜', '빨리', '깨', '시', '엇', '다']|와 진짜 빨리 깨셧다
32|['피', 'ㅇ', 'ㅠ', '개커엽넼ㅋㅋㅋㅋㅋㅋㅋㅋ']|피유 개커엽넼ㅋㅋㅋㅋㅋㅋㅋㅋ
33|['역시', '망', '치매', 'ㄴ']|역시 망치맨
34|['메리 크리스마스', '피', 'ㅇ', 'ㅠ', '~', '~', '~']|메리 크리스마스 피유~~~
35|['네', 'ㅇ']|넹
36|['메리 크리스마스', '엔', '해피', 'ㄴ', 'ㅠ', '이', '어']|메리 크리스마스 엔 해피뉴이어
37|['아', 'ㄱ', '세', '뜨', '자', '~', '!!!']|악세 뜨자~!!!
38|['베르', '말', 'ㄱ', 'ㅗ']|베르말고
39|['삐', '비', 'ㄱ', '정상', '이', 'ㅂ니다']|삐빅 정상입니다
40|['ㅇ', 'ㅗ', '삼', '각', '커피', '올', '만', '에', '본당']|오 삼각커피 올만에본당
41|['저것', '너무', '달', '지', '않', '나', '이', '어']|저거 너무 달지않나여
42|['400', '비', '던', '50', '골', '이', 'ㅁ']|400비던 50골임
43|['레바', '노스', '가시', '어야', '죠']|레바노스가셔야죠
44|['390', '찌', 'ㄱ', '기전', '에', '레바', '가야', '지', '어']|390 찍기전에 레바가야져
45|['삼', '각', '커피', '우유', 'ㅋㅋ', '저것', '왠지', '생기', 'ㄴ', '게', '맛있', '어', '보이', 'ㅁ']|삼각커피우유 ㅋㅋ저거 왠지 생긴게 맛있어보임
46|['지금', '은', '50', '골', '짜리', '아니', '라', '갈', '려면', '전설', '지도', '가', '아야', '되', 'ㄹ걸', '요']|지금은 50골짜리 아니라 갈려면 전설 지도 가야될걸요
47|['아니', '시청자', '들', '충', '신', '밖에', '없', '구나', '레바', '이', '라니', '!']|아니 시청자들 충신밖에 없구나 레바라니!
48|['설탕', '맛', '아니', 'ㄴ가']|설탕맛아닌가
49|['조지아', '먹', '는', '흑우', '어', 'ㅄ', '제']|조지아 먹는 흑우 없제
50|['렛츠비', '그것', '설탕물']|렛츠비 그거 설탕물
51|['담배', '피', '면', '그런', '거', '아니', 'ㅁ', '?']|담배피면 그런거아님?
52|['편', '도', '절제', '수술', '하', '시', '어요']|편도 절제수술하세요
53|['결석', '은', '어디', '이', '든', '아픔']|결석은 어디든 아픔
54|['결석', '?', '?', '그것', 'ㄴ', '개', '아프', 'ㄴ', '거', '아니', 'ㄴ가']|결석?? 그건 개아픈거아닌가
55|['저', '편도선염', '걸리', 'ㅁ', '모', 'ㄱ', '쪽', '이', '붓', '었', '어요', 'ㅠ', 'ㅠ']|저 편도선염 걸림 목쪽이 부었어요 ㅠㅠ
56|['거의', '다', '새', 'ㅇ', '기지', '안나']|거의다 생기지안나
57|['편도결석', '냄새', 'ㅇ', 'ㅗ', '짐']|편도결석 냄새 오짐
58|['그것', 'ㄴ', '그냥', '구내염', '아', '님', '?']|그건그냥 구내염아님?
59|['그것', '저', '도', '사진', '보고', '놀라', '았', '음']|그거 저도 사진보고 놀랐음
60|['그것', '안', '아픔']|그거 안아픔
61|['편', '도', '짜르', 'ㄹ', '까', '생각', '중', '...']|편도 짜를까 생각중...
62|['결석', '이', '알', 'ㄴ', '아', '플', '수', '가', '있', '나']|결석이 안아플수가 있나
63|['결석', '이', '면', '조', 'ㄴ', '내', '아프', 'ㄴ', '거', '아니', 'ㅁ', '?']|결석이면 존내 아픈거아님?
64|['갸', 'ㅇ', '냄새나', '는', '거', '아니', 'ㄴ가']|걍 냄새나는거아닌가
65|['편', '도면', '다행', '이', '지', '요로', '결석', '이', '면', '디지', 'ㄴ', '다', '진짜']|편도면 다행이지 요로 결석이면 디진다 진짜
66|['피', 'ㅇ', 'ㅠ', '님', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|피유님 ㅋㅋㅋㅋㅋㅋㅋㅋ
67|['반복', '하', '는', '거', '이', '면']|반복하는거면
68|['어', 'ㅋㅋ', 'ㅋㅋ']|엌ㅋㅋㅋ
69|['술', '먹', '지', '말', 'ㄹ래', ';']|술먹지말래;
70|['진짜', '피곤', '하', 'ㄴ', '술버릇', '이', 'ㄴ데', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|진짜 피곤한 술버릇인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
71|['더', '물어보', '았', '어', 'ㅋㅋ']|더 물어봤어 ㅋㅋ
72|['하', '았', '던', '말', '또', '하', '고', '하', '았', '던', '말', '또', '하', '고']|했던말 또하고 했던말 또하고
73|['키', 'ㅇ', '이', '스크림', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|킹이스크림 ㅋㅋㅋㅋㅋㅋㅋㅋ
74|['한', '번', '도', '사주', 'ㄴ', '적', '은', '없', '는']|한번도 사준적은 없는
75|['반복', '충', '지', 'ㅇ', '지', 'ㅇ', '충', '극혐']|반복충 징징충 극혐
76|['내일', '은', '무슨', '말', '을', '반복', '하', 'ㄹ', '까']|내일은 무슨말을 반복할까
77|['안', '취하', '았', '어요', '반복']|안취했어요 반복
78|['기구', 'ㅇ', '사', '호', 'ㅇㅂ', 'ㅗ', 'ㅇ', 'ㅗ', '지', '엇', '다']|기궁사 홍보 오졋다
79|['ㅋㅋ', 'ㅋㅋ', '그렇', '는', '사람', '많', '아요']|ㅋㅋㅋㅋ그러는 사람 많아요
80|['피곤', '하', 'ㄴ데', '그것', 'ㅋㅋ', 'ㅋㅋ']|피곤한데 그거 ㅋㅋㅋㅋ
81|['그렇', 'ㄹ', '수', '잇', '죠', '~', '~', 'ㅋㅋ', '재', 'ㅁ', '잇', '음']|그럴수 잇죠~~ㅋㅋ잼잇음
82|['술', '버릿', 'ㄹㅇ', '못', '고치', 'ㅁ']|술버릿 ㄹㅇ 못고침
83|['술', '을', '자주', '마시', '어서', '술', '이', '쌔져야함']|술을 자주 마셔서 술이 쌔져야함
84|['기억', '안', '날', '때', '까지', '안', '마시', '어야', '대', 'ㅁ']|기억 안날때까지 안마셔야댐
85|['간혹', '울', '기', '도', '하', '시', 'ㅁ']|간혹 울기도 하심
86|['아', '마실', '때', '잔뜩', '땡기', '어', '마시', '는구나']|아 마실때 잔뜩 땡겨마시는구나
87|['오', '아']|와
88|['개', '극혐', '이', 'ㄴ데', '때리', '는', '거', '진짜']|개극혐인데 때리는거진짜
89|['ㄹㅇ', '술', '먹', '고', '여기저기', '주먹질', '하', '고', '다니', '는', '거', '보다', 'ㄴ', '낫', '다']|ㄹㅇ 술먹고 여기저기 주먹질하고다니는거보단낫다
90|['혼자', '취하', 'ㅁ', 'ㅋㅋ']|혼자 취함 ㅋㅋ
91|['멀쩡', '하', 'ㄹ', '때', '들', '으면', 'ㄹㅇ....']|멀쩡할때 들으면 ㄹㅇ....
92|['이미', '선', '채', '취하', '았', '어']|이미 선채 취했어
93|['루돌프', '사마', 'ㅇ']|루돌프사망
94|['너무', '하', '아']|너무해
95|['진짜', '너무', '하', 'ㄴ다']|진짜 너무한다
96|['푸', '어', '키', 'ㅇ', '커비', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|퍼킹커비 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
97|['미', '띠', 'ㄴ', '취하', 'ㄴ', '체', '로', '2', '차', '를', '가시', '엇', '음', '?', '반복', '무', '새', '오졋겟다...']|미띤 취한체로 2차를 가셧음? 반복무새 오졋겟다...
98|['개', '놀라', '앗', '네', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|개놀랏네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
99|['ㅋㅋ', '푸', '어', '키', 'ㅇㅋ']|ㅋㅋ 퍼킹ㅋ
100|['취하', '았', '네']|취했네
101|['푸', '어', '키', 'ㅇ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|퍼킹ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
102|['푸', '어', '키', 'ㅇ', '커비', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']|퍼킹커비 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
103|['순수', '아', 'ㄱ', '클라스']|순수악 클라스
104|['깜짝', '놀라', '았', '네', '요', 'ㅋㅋ']|깜짝놀랐네요ㅋㅋ
105|['지금', '하', 'ㄹ', '말', '을', '잃', '음']|지금 할말을 잃음
106|['때', 'ㅇㅋ', 'ㅠ', 'ㅇ', 'ㅠ', '투', '는', '멀', 'ㄴ', '소리', '야', 'ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ']|땡큐유투는먼소리야 ㅋㅋㅋㅋㅋㅋ
107|['크리스마스', '에', 'ㄴ', '역시', '로', '아지']|크리스마스엔 역시 로아지
108|['ㅇ', 'ㅗ', '~', '~']|오 ~~
109|['멤멤ㅁ은', '뭔', '가요', '그', 'ㄴ', '데', 'ㅋㅋㅋ']|멤멤ㅁ은 뭔가요근데 ㅋㅋㅋ
110|['벌써', '여름', '이', 'ㄴ가', '?']|벌써 여름인가?
111|['혼자', '만', '알', '는', '깊', '은', '뜻']|혼자만 아는 깊은뜻
112|['ㄱ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㅇ', 'ㅗ', 'ㄹ', '!']|고오올!
113|['ㅇ', 'ㅗ', '~']|오~
114|['브레스', '좀', '나', 'ㅇ', '나', 'ㅇ', '하', '게', '넣', '어', '주', '시', '지']|브레스좀 낭낭하게 넣어주시지
115|['난리', '나', '았', '다']|난리났다
116|['마지막', '데스', '카운트', '이', 'ㄴ데']|마지막 데스카운트인데
117|['데카', '끝', '이', 'ㄴ데']|데카끝인데
118|['에바', 'ㄴ', '데']|에반데
119|['ㄱ', 'ㅗ', 'ㅇ', '파', '앗', '이', 'ㅁ', '?']|공팟임?
120|['디', 'ㄹ', '봇', 'ㅗ']|딜 보소
121|['ㅇ', 'ㅗ', '굿', '굿', 'ㅋㅋㅋ']|오 굿굿 ㅋㅋㅋ
122|['바', 'ㄴ', '고정', '파', '앗']|반 고정팟
123|['피', 'ㅇ', 'ㅠ', '너무', '예쁘', '다']|피유너무예쁘다
124|['ㅇ', 'ㅗ', '10분', '컷']|오 10분컷
125|['아', 'ㄱ', '세', '먹자', '~']|악세 먹자~
126|['호', 'ㄱ', '호', 'ㄱ']|혹 혹
127|['정수', '드리', '었', '읍니다']|정수 드렸읍니다
128|['괜찮아', '울', '어도', '되', '어']|괜찮아 울어도 돼
129|['올해', '울', '어서', '산타', '할아버지', '가', '안', '주', 'ㅁ']|올해 울어서 산타할아버지가 안줌
130|['주황색', '나오', '아야지']|주황색 나와야지
131|['펴', '어', '느', '안']|편ㅡ안
132|['로', '알', '는', '6', '시', '이후', '로', '크리스마스', '이', 'ㅂ니다']|로아는 6시 이후로 크리스마스입니다
133|['빨리', '성장', '하', '시', '어서', '아야', '합', '아야', '합', '님', '이랑', '같이', '하', '는', '거', '보', '고', '싶', '음']|빨리 성장하셔서 얍얍님이랑 같이 하는거 보고싶음
134|['미치', 'ㄴ', '마루', '엉덩이', '개', '커엽', 'ㄱ', 'ㅗ']|미친 마루 엉덩이 개커엽고
135|['마루', '구', 'ㅇ', '디', '팡팡']|마루궁디팡팡
136|['빠', 'ㅇ', '대', 'ㅇ', '이']|빵댕이
137|['졸', '려', '보이', 'ㅁ']|졸려보임
138|['피', 'ㅇ', 'ㅠ', '가', '작', '은', '이', '건데']|피유가 작은건데
139|['왤케', '크', '어', '보이', '냐']|왤케 커보이냐
140|['아', 'ㅇ', 'ㅗ', '개', '귀여워']|아오 개귀여워
141|['피', 'ㅇ', 'ㅠ', '140', '임', '?']|피유140임?
142|['개', '가', '크', 'ㅁ']|개가큼
143|['얌전', '하', 'ㄴ', '거', '바']|얌전한거바
144|['ㅋㅋ', 'ㅋㅋ', '착하', '아']|ㅋㅋㅋㅋ 착해
145|['저렇', '게', '크', 'ㄴ데', '얌전', '하', '니까', '엄', '청구', '엽', '네']|저렇게 큰데 얌전하니까 엄청구엽네
146|['ㅋㅋ', '격렬', '하', '아']|ㅋㅋ격렬해
147|['ㅋㅋㅋ', '마루', '목', '뒤', '로', '꺼', 'ㄱ', '이', '었', '다']|ㅋㅋㅋ 마루 목 뒤로 꺽였다
148|['아이', '착하', '아', 'ㅠ', 'ㅠ']|아이 착해 ㅠㅠ
149|['ㄲ', 'ㅗ', '수', 'ㄴ', '내', 'ㅋㅋ']|꼬순내ㅋㅋ
150|['ㅋㅋ', 'ㅋㅋ', '발', '내', '업', '두', '어라']|ㅋㅋㅋㅋ발 냅둬라
151|['친구', 'ㅇ', 'ㅗ', 'ㄴ', '다', '~']|친구온다 ~
152|['우동', '이', '가', '누구', '예', '이', '어', '?']|우동이가 누구예여 ?
153|['누나', '19년', '동안', '솔로', '이', '었', '는데', '진짜', '대학교', '가', '면', '여친', '생기', '는', '거', '맞', '죠', '?', '?', '?', 'ㅠ', 'ㅠ', 'ㅠ']|누나 19년동안 솔로였는데 진짜 대학교 가면 여친 생기는거 맞죠??? ㅠㅠㅠ
154|['우동', '이', '는', '유두', 'ㅇ', '이', '에요', '?']|우동이는 유둥이에요?
155|['진짜', '생기', 'ㅁ']|진짜 생김
156|['응', '안', '생기', '어']|응 안생겨
157|['트위치', '보', '면', '안', '생기', '어', '~']|트위치 보면 안생겨~
158|['고백', '하', '면', '생기', 'ㅁ']|고백하면생김
159|['피', 'ㅇ', 'ㅠ', '화이팅', '!']|피유 화이팅!
160|['카', '던', '많이', '많이', '떨', '라', '~']|카던 많이많이떠라~
161|['정말', '장생', '기', 'ㄴ', '남자라면', '생기', 'ㄴ다']|정말 장생긴남자라면생긴다
162|['눈', '은', '크기', 'ㄴ', '해']|눈은 크긴해
163|['시츄', '빠', 'ㄱ', '대가', '리더', 'ㄴ', '데']|시츄 빡대가리던데
164|['시츄', '빠', 'ㄱ', '대가리', '는', '맞', '음', '...']|시츄 빡대가리는 맞음...
165|['수', 'ㄴ', '수하', 'ㄴ', '것', '로', '하', 'ㅂ시다']|순수한거로 합시다
166|['그냥', '강아지', '이', 'ㄴ', '것', '루', '..']|그냥 강아지인걸루..
167|['멍청', '하', 'ㄴ', '것', '로', '유명', '하', '어요']|멍청한걸로 유명해요
168|['지능', '이', '낮', '은', '조', 'ㅇ', '임']|지능이 낮은 종임
169|['멍청', '하', 'ㄴ', '것', '로', '유명', '하기', 'ㄴ', '함']|멍청한걸로 유명하긴함
170|['돈', '없', '어서', '연장', '못', '하', 'ㄹ', '뻔', '하', '았', '네요']|돈 없어서 연장 못 할 뻔 했네요
171|['대', 'ㅇ', '청', 'ㅋㅋ']|댕청 ㅋㅋ
172|['푸들', '이', '똑똑', '하', '지', '않', '나', '이', '어', '?']|푸들이 똑똑하지않나여?
173|['똥오줌', '은', '잘', '가리', '어요']|똥오줌은 잘가려요
174|['배변', '은', '잘', '보', '아요']|배변은 잘봐요
175|['그런', '얘기', 'ㄴ', '한적', '없', '는데']|그런 얘긴 한적없는데
176|['승', '따리', '네', '강아지', '오래', '키우', '어서', '훈련', '되', '어', '있', '을', '꺼', '이', 'ㅁ']|승따리네 강아지 오래키워서 훈련 돼있을꺼임
177|['시츄', '이야기', '이', 'ㄴ', '듯', '?']|시츄 이야기 인듯?
178|['그것', 'ㄴ', '민아', '님', '에게', '물', '어보', '시', '어요', '...']|그건 민아님에게 물어보셔요 ...
179|['훈련', '안', '하', '아도', '알', '아서', '하', '는', '개', '도', '잇', '음']|훈련안해도 알아서 하는개도 잇음
180|['성격', '마다', '다르', '기', 'ㄴ', '하', 'ㄴ데', '먹', '을', '거', '엄청', '밝히', '어요']|성격마다 다르긴한데 먹을거 엄청 밝혀요
