|morphs|origin
0|['무', '새', '가', '피', 'ㅇ', 'ㅠ', '님', '한테', '안주', '주', '었', '다는', '말', '완전', '거짓말', '이', '라고', '딱', '잡아떼', '고', '있', '네요', '한마디', '하', '시', '는', '게', '어떻', '어요', '?']|무새가 피유님한테 안주 줬다는 말 완전 거짓말이라고 딱 잡아떼고 있네요 한마디 하시는게 어때요?
1|['끠유님', '당장', '카직스', '부터', '픽', '하', '시', 'ㅂ시오', 'ㅡㅡ', '이것', '슬', 'ㄴ', '명령', '임', '미', '다']|끠유님 당장 카직스부터 픽하십시오 ㅡㅡ 이거슨 명령임미다
2|['님', '은', '어떻', '게', '새', '말', '을', '알아듣', '어요']|님은어떻게 새말을 알아들어요
3|['ㅇ', 'ㅗ', '테일러']|오 테일러
4|['미드', '가주', '십시', 'ㅇ', 'ㅗ']|미드가주십시오
5|['미드', '갑', 'ㅗ', '이', '고', '싶', '습니다']|미드가보고싶습니다
6|['우디르', '하', '아', '주', '시', '어요']|우디르 해주세요
7|['헤드셋', '귀', '요', 'ㅇ', 'ㅗ']|헤드셋 귀요오
8|['네네', 'ㅇ']|네넹
9|['귀', '는', '좀', '나', '으시', '었', '나요', '?']|귀는 좀 나으셨나요?
10|['오늘', '피', 'ㅇ', 'ㅠ', '성수', 'ㄱ', '해', '보이', 'ㅁ']|오늘 피유 성숙해보임
11|['이 노래', '이름', '이', '뭐', 'ㄴ가요', '?', '듣', '기', '좋', '네요']|이 노래 이름이 뭔가요? 듣기 좋네요
12|['캐', '롤', '들리', '어', '주', '어', '용']|캐롤 들려줘용
13|['나', '씨', 'ㅇㅇ', 'ㅗ', 'ㄴ', 'ㅇ', 'ㅠ', '좋', '다']|나씽온유 좋다
14|['네', 'ㅇ']|넹
15|['오늘', '끠요일이니', '늦', '게', '까지', '하', '시', '나', '이', '어', '?']|오늘 끠요일이니 늦게까지하시나여?
16|['오늘', '키시', 'ㄴ', '대', '엇', '는데']|오늘 키신댓는데
17|['무대', '5000', '골드', '로', '패치', '되', 'ㄴ', '데', '영']|무대 5000골드로 패치된데영
18|['ㅇ', 'ㅗ', '옷', '~']|오옷~
19|['ㅇ', 'ㅗ']|오
20|['술', '먹방', '오늘이', 'ㄴ', '가요', '내일', '이', 'ㄴ가요']|술먹방 오늘인가요 내일인가요
21|['이기', '면', '14', '점', '지면', '21', '점', '떨어지', '는데', '어', '하', '게', '하', '죠']|이기면 14점 지면21점 떨어지는데 어케하죠
22|['피', 'ㅇ', 'ㅠ', '님', '하이']|피유님 하이
23|['올해', '안', '에', '는', '400', '뚫', '으시', 'ㄹ', '것', '같', '다']|올해안에는 400뚫으실것같다
24|['끠요일', '반납', '하', '시', 'ㄴ다니', 'ㄷㄷ']|끠요일 반납하신다니 ㄷㄷ
25|['알', 'ㄴ', '지시', '면', '되', 'ㅂ니다']|안지시면됩니다
