|morphs|origin
0|['알', '나']|아나
1|['속', '좁', '은', '거', 'ㄴ', 'ㅇㅈ']|속좁은건 ㅇㅈ
2|['끠카콜라가', '팩트', '폭격', '들어가', 'ㄴ다']|끠카콜라가 팩트폭격 들어간다
3|['추하', '아', '지', '는', '포지션', 'ㄷㄷ']|추해지는 포지션 ㄷㄷ
4|['지', 'ㄴ', '한테', '그', '러', '셈', '지', 'ㄴ', '너그럽', 'ㄴ', '사람', '은', '아니', '네', '라고']|진한테 그러셈 진 너그러운 사람은 아니네 라고
5|['ㅋㅋㅋ', '원딜', '이', '혼자', '하', 'ㄹ', '수', '있', '는', '게', '없', '어서', '그런', '듯', '요']|ㅋㅋㅋ 원딜이 혼자 할수있는게 없어서 그런듯요
6|['그래도', '채팅', '으로', 'ㄴ', '안', '그러', '엇', '자', '나', '요', 'ㅋㅋㅋㅋㅋ']|그래도 채팅으론 안그랫자나요 ㅋㅋㅋㅋㅋ
7|['그냥', '못하', '니깐', '그렇', '는', '거', '...']|그냥 못하니깐 그러는거...
8|['바텀', '은', '둘', '다', '그렇', '지', '않', '음', 'ㅋㅋㅋ']|바텀은 둘다 그러지 않음 ㅋㅋㅋ
9|['원딜', '손', '많이', '타', '아서', '그런', '거', '아니', 'ㅁ', '?']|원딜 손 많이 타서 그런거 아님?
10|['방송', '안', '켜', '었', '으면', '채팅', '하', '았', '을', '듯']|방송 안 켰으면 채팅했을 듯
11|['원딜', '은', '피지컬', '하나로', '승부', '보', '는', '포지션', '이', '라서', '아무래도', '지', '면', '자존심', '이', '망하', '아서', '그렇', 'ㄴ듯', '?']|원딜은 피지컬 하나로 승부보는 포지션이라서 아무래도 지면 자존심이 망해서 그런듯?
12|['원딜', '은', '초주', 'ㅇ', '반은', '솔직히', '0', '.', '5', '채', 'ㅁ', '이', '라']|원딜은 초중반은 솔직히 0.5챔이라
