|morphs|origin
0|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '방송', '켜', '라']|공혁준 방송켜라
1|['방송', '켜', '어', '뽀뽀', '쪽']|방송켜 뽀뽀 쪽
2|['ㅇ', 'ㅗ', '뱅어', 'ㅄ', '?']|오뱅없?
3|['로', '아', '어쩌', '고', '하', '던데', '그것', '간', '거', '같', '기', '도', '하', '고']|로아 어쩌고 하던데 그거간거같기도하고
4|['스케쥴', '이', '좀', '꽉', '잡히', '어', '있', '던', '거', '같', '던', '데', 'ㅇ']|스케쥴이 좀 꽉 잡혀있던거같던뎅
5|['공지', '쓰', '어라', '돼지', '년', '아', 'ㅠ', 'ㅠ']|공지써라 돼지년아 ㅠㅠ
6|['혀', 'ㄱ', '주', 'ㄴ', '아']|혁준아
7|['방송', '켜', '어', '주', '시', '어요']|방송켜주세요
8|['방송', 'ㄹ', '언제', '켜', '어']|방송ㄹ언제켜
9|['파충류', '사', '아', '오', 'ㄴ다더니']|파충류 사온다더니
10|['어제', '신나', '서', '늦', '게', '까지', '파충류', '보', '고', '자', '았', '나']|어제 신나서 늦게까지 파충류 보고 잤나
11|['키', 'ㄹ', '때', '까지', '숨', '참', '는다']|킬때까지 숨참는다
12|['걱정', '되', '게', '방송', '안', '하', '기', '네']|걱정되게 방송안키네
13|['혀', 'ㄱ', '주', 'ㄴ', '아', '왜', '안와']|혁준아 왜 안와
14|['방송', '안', '하', '기', '냐']|방송안키냐
15|['저기', '위', '에', '숨차', 'ㅁ', '는', '사람', '안보', '이', '냐']|저기 위에 숨참는 사람 안보이냐
16|['방송', '켜', '라', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ']|방송켜라 공혁준
17|['해', 'ㄱ', '주', 'ㄴ', '이', '왜', '안', '오', 'ㅁ', '?']|핵준이 왜 안 옴?
18|['주', 'ㄱ', '은', '걸', 'ㄴ가', '진짜']|죽은건가 진짜
19|['이', '돼지', '새끼', '는', '뒤지', '시', '었', '나']|이 돼지새끼는 뒤지셨나
20|['1', '시', '29', '분', '이', 'ㅂ니다']|1시 29분 입니다
21|['ㄱ', 'ㅗ', 'ㅇ', '하']|공하
22|['아니', '3', '시', '에', '키', 'ㄴ다며']|아니 3시에 킨다며
23|['3', '시', '이', '라며']|3시라며
24|['혀', 'ㄱ', '하']|혁하
25|['왜', '이제', '오', '았', '냐']|왜 이제왔냐
26|['ㄱ', 'ㅗ', 'ㅇ', '~', '~', '하']|공 ~~하
27|['3', '시', '모르', '아요', '?']|3시몰라요?
28|['2', '빠', '에바', 'ㄴ', '데']|2빠 에반데
