|morphs|origin
0|['ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ', '방송', '왜아ㅏㄴ켜']|공혁준 방송 왜아ㅏㄴ켜
1|['방송', '키라', 'ㄱ', 'ㅗ', '씹', '돼지', '새끼', '야', '보', '고', '싶', '자', '나']|방송키라고 씹돼지새끼야보고싶자나
2|['개', 'ㄹ', '눈팅', '만', '하', '지', '말', '고', '수금', '각', '씨', '게', '잡', '을', '생각', '을', '하', '아야지']|갤눈팅만하지말고 수금각씨게잡을생각을해야지
3|['노후', '대비', '는', '안', '하', '냐', '혀', 'ㄱ', '주', 'ㄴ', '아']|노후대비는안하냐혁준아
4|['돈', '을', '모으', '아', '놓', '아야', '결혼', '도하', '지', '임', '마']|돈을모아놔야결혼도하지임마
5|['매달', '식', '빌', 'ㅗ', '나가', '느', 'ㄴㄷ', 'ㅗ', 'ㄴ', '만해', '도', '몇', '백인', '데']|매달식비로나가는돈만해도 몇백인데
6|['빨', '리', '방송', '켜', '어서', '트', 'ㄹ', '수', '들', '쪽', '쪽', '빨', '아', '먹자']|빨리방송켜서 트수들쪽쪽빨아먹자
7|['일어나', 'ㄴ', '거', '다', '아니', '까', '빨', '리', '허리', '업']|일어난거다아니까 빨리허리업
8|['야', '새벽', '까지', '개', 'ㄹ', '달리', '어서', '못', '일어나', '는', '거', 'ㄹ', '왜', '욕', '하', '냐']|야 새벽까지 갤달려서 못일어나는걸 왜 욕하냐
9|['니', '가', '혀', 'ㄱ', '주', 'ㄴ', '이', '마음', '을', '알', '냐', '?', 'ㅡㅡ']|니가 혁준이 마음을아냐? ㅡㅡ
10|['혀', 'ㄱ', '주', 'ㄴ', '아', '아침', '먹', '냐']|혁준아 아침먹냐
11|['혀', 'ㄱ', '하']|혁하
12|['방송', '켜', '었', '다고', '왜', '안', '뜸', '?']|방송 켰다고 왜 안뜸?
13|['혀', 'ㄱ', 'ㅡ', '하']|혁 ㅡ 하
14|['ㄱ', 'ㅗ', 'ㅇ', '하']|공하
15|['혀', 'ㄱ', '하', 'ㅋ']|혁하 ㅋ
16|['혀', 'ㄱ', '하', '~']|혁하~
17|['혀', 'ㄱ', '튜브', '보', '는데', '와', '보리', '이', '기']|혁튜브 보는데 와보리기
18|['혀', 'ㄱ', '주', 'ㄴ', '이', '요즘', '방송', '보', '기', '.', '힘', '들', '다']|혁준이 요즘 방송 보기.힘들다
19|['오랜만', '에', '파', '앗', '수', '감성']|오랜만에 팟수감성
20|['대', '혀', 'ㄱ', '주', 'ㄴ']|대 혁 준
21|['혀', 'ㄱ', '카']|혁카
22|['혀', 'ㄱ', '주', 'ㄴ', '이', '방송', '초심', '너무', '잃', '었', '다']|혁준이 방송 초심 너무 잃었다
23|['혀', 'ㄱ', '주', 'ㄴ', '이', '기강', '좀', '잡아줘']|혁준이 기강좀 잡아줘
24|['빛', '혀', 'ㄱ', '주', 'ㄴ']|빛혁준
25|['개', 'ㄹ', '보', '았', '냐', '안', '보', '았', '냐', '돼지', '새끼', '야']|갤봤냐 안봤냐 돼지새끼야
26|['사랑', '이', 'ㄹ', '까']|사랑일까
27|['고양이', '인자', 'ㅇ', '은', '뭐', '이', 'ㅁ', '?', '?']|고양이 인장은 뭐임??
