|morphs|origin
0|['물어보', '아']|물어봐
1|['혀', 'ㄱ', '하']|혁하
2|['g', '혀', 'ㄱ', '하']|g혁하
3|['오늘', '트', '파', '아', '가', 'ㅁ', '?', '?', '?']|오늘 트파감???
4|['오', '아', '!']|와!
5|['혀', 'ㄱ', '하', '!']|혁하!
6|['혀', 'ㄱ', '하', '~']|혁하~
7|['되', '어', '하']|돼하
8|['오', '아', '!', '혀', 'ㄱ', '하', '!']|와! 혁하!
9|['혀', 'ㄱ', '하', '혀', 'ㄱ', '하']|혁하혁하
10|['혁', '되', '어', '하']|혁돼하
11|['파', '앗', '국가', 'ㄷㄷ']|팟국가 ㄷㄷ
12|['혀', 'ㄱ', '주', 'ㄴ', '아', '롤', '팀', '언제', '발표', '하', '냐']|혁준아 롤팀 언제 발표하냐
13|['팬티', '무스', 'ㄴ', '새', 'ㄱ', '이야']|팬티무슨색이야
14|['아까', '외국', '스트리머가', '게이', '포르노', '스트리밍', '하', '았었', '는데', '보', '시', '었', '나요', '?', '?']|아까 외국 스트리머가 게이포르노 스트리밍했었는데 보셨나요??
15|['여자친구', '숨기', '고', '있', '죠', '혀', 'ㄱ', '주', 'ㄴ', '상', '솔직', '하', '게', '대답', '하', '시', '어요']|여자친구 숨기고있죠 혁준상 솔직하게 대답하세요
16|['무엇', '이', '든지', '물어보', 'ㄹ게']|무엇이든지 물어볼게
17|['ㄱ', 'ㅗ', 'ㅇ', '하']|공하
18|['방제', '보', '아', 'ㅋㅋㅋ']|방제봐 ㅋㅋㅋ
19|['혀', 'ㄱ', '주', 'ㄴ']|혁준
20|['히오스', '하', 'ㄹ', '생각', '없', '나요']|히오스 할생각없나요
21|['혀', 'ㄱ', '주', 'ㄴ', '아', '나', '1', '시', '에', '시험', '이', 'ㄴ데', '방송', '하', '기', '이', '면', '어떡하', '라고']|혁준아 나 1시에 시험인데 방송키면 어떡하라고
22|['혀', 'ㄱ', '주', 'ㄴ', '!!!', '!!']|혁준!!!!!
23|['혀', 'ㄱ', '주', 'ㄴ', '이', '몸무게', '몇', '키로']|혁준이 몸무게 몇키로
24|['무', 'ㅇ', 'ㆍ']|뭉ㆍ
25|['어제', '생일쎾스', '많이', '하', '엇', '지', '?']|어제 생일쎾스 많이햇지?
26|['ㅋㅋ', 'ㅋㅋ', 'ㅋㅋ', '저런', '거', '만', '대답', '하', 'ㄴ', 'ㅗ']|ㅋㅋㅋㅋㅋㅋ 저런거만 대답하노
27|['혀', 'ㄱ', '주', 'ㄴ', '아', '롤', '팀', '발표', '언제', '하', '냐', '?']|혁준아 롤팀 발표 언제하냐?
28|['무엇', '이', '든', '?', '?', '롤', '팀', '멤버', '알리', '어', '주', '어']|무엇이든?? 롤팀 멤버 알려줘
29|['혀', 'ㄱ', '주', 'ㄴ', '상', '트', '파', '아', '가', '냐', '?', '?']|혁준상 트파가냐??
30|['너', 'ㅇ', 'ㅠ', '바', 'ㅇㅂ', 'ㅗ', '이', '어', '주', 'ㄹ', '수', '있', '어', '?']|너 유방보여줄수있어?
31|['오늘', '우정', '이', 'ㅇ', '이랑', '한자', 'ㄴ', '하', '시', 'ㄹ', '껀', '가요', '?']|오늘 우정잉이랑 한잔 하실껀가요?
32|['롤', '팀', '멤버', '알리', '어', '주', '어요']|롤팀 멤버 알려줘요
33|['롤', '팀', '멤버', '알리', '어', '지', '어']|롤팀 멤버 알려져
34|['그것', '왜', '보', '아']|그걸왜봐
35|['트', '파', '아', '오늘', '안', '가', '는', 'ㄱ', 'ㅗ', '방송', '하', '는', '거', '맞', '죠', '?']|트파 오늘 안가는고 방송하는거 맞죠?
