|morphs|origin
0|['혀', 'ㄱ', '하']|혁하
1|['그분', '이', '오', '시', '었', '다']|그분이 오셨다
2|['혀', 'ㄱ', '하', '혀', 'ㄱ', '하']|혁하혁하
3|['일찍', '켜', '었', '네']|일찍켰네
4|['ㅎㄴ국망신', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ']|ㅎㄴ국망신 공혁준
5|['혁준쉑기', '방송', '켜', '었', '네']|혁준쉑기 방송켰네
6|['ㄱ', 'ㅗ', 'ㅇ', '태식이', '돌아오', '앗', '이', '구나', '.', '.']|공태식이 돌아왓구나..
7|['혀', 'ㄱ', '주', 'ㄴ', '님', '아침', '알', 'ㄴ', '드', '셈', '?']|혁준님 아침 안드셈?
8|['빛', '거', 'ㄴ', '즈']|빛 건 즈
9|['혀', 'ㄱ', '하', '~', '~', '~', '~', '~', '~']|혁하~~~~~~
10|['키', 'ㅇ', '빛', '황', '건즈']|킹 빛 황 건즈
11|['염력', '으로', '하스한거', '해명', '하', '아라']|염력으로 하스한거 해명해라
12|['그냥', '작', 'ㅗ', '오후', '방송', '하', '아']|그냥 자고 오후방송해
13|['난투', '생기', '엇', '네']|난투 생겻네
14|['영원', '하', 'ㄴ', '구', 'ㄱ', '대']|영원한 국대
15|['ㅇ', 'ㅗ', '이', 'ㅇ', 'ㅗ', '이', '믿', '고', '있', '었', '다고', '!', '!!!']|오이오이 믿고있었다고!!!!
16|['잠', '은', '자', '았', '냐', '혀', 'ㄱ', '주', 'ㄴ', '아']|잠은 잤냐 혁준아
17|['제다이', '마스터', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ']|제다이 마스터 공 혁 준
18|['이거', 'ㄹ', '켜', '엇', '다고', '?', '?', '5252', '믿', '고', '잇', '엇', '다고', '젠', '장', '!!!', '!!']|이걸 켯다고?? 5252 믿고잇엇다고 젠장!!!!!
19|['굴', '래', '몇', '일', '날로', '먹', '었', '우', '이', '니', '오늘', '은', '오', '아야지']|구래 몇일 날로 먹었우니 오늘은 와야지
20|['그냥', '복날', '치루', '었', '자', '너', '혀', 'ㄱ', '주', 'ㄴ', '이']|그냥 복날치뤘자너 혁준이
21|['혀', 'ㄱ', '주니', '똥', 'ㄲ', 'ㅗ', '쪽']|혁주니 똥꼬쪽
22|['혀', 'ㄱ', '주', 'ㄴ', '상', '사랑해']|혁준상 사랑해
23|['어', '?', '도', '그', '이기', 'ㄴ', '빛', '그', '자체', '아니야']|어? 도그이긴 빛 그자체 아니야
24|['5252', '혀', 'ㄱ', '주', 'ㄴ', '상']|5252 혁준상
25|['아시아', 'ㄴ', '제다이', 'PogChamp']|아시안 제다이 PogChamp
26|['혀', 'ㄱ', '주', 'ㄴ', '상', '국위', '선양', '하', 'ㅁ', '?', '?']|혁준상 국위선양함??
27|['안', '피곤', '하', '아', '?']|안 피곤해?
28|['새벽', '에', '대회', '하', 'ㅁ', '?', '?']|새벽에 대회함??
29|['ㄱ', 'ㅗ', 'ㅇ', '가야', '캐', 'ㅁ', '켜', '라']|공가야 캠켜라
30|['혀', 'ㄱ', '주', '나', '안', '피곤', '하', '냐']|혁주나 안피곤하냐
31|['개', '피', '그', 'ㄱ', 'ㅗ', 'ㅇ', '혀', 'ㄱ', '주', 'ㄴ']|개 피그 공 혁 준
32|['ㅋㅋㅋㅋㅋ', '아까', '기다리', '면서', '좀', '자', '았', '나']|ㅋㅋㅋㅋㅋ 아까 기다리면서 좀 잤나
