|morphs|origin
0|['ㅇ', 'ㅗ', '바', 'ㅇ', '엇', '?']|오방엇?
1|['ㅇ', 'ㅗ', '방어', 'ㅄ', '?']|오방없?
2|['따', '아', '.', '...', '아', 'ㄱ']|따....악
3|['오늘', '방송', '하', 'ㅁ', '?']|오늘 방송함?
4|['두', 'ㄴ', 'ㅗ', '따', '아', '?']|두노따?
5|['따', '으', '으', '으', '으', '아', 'ㄱ']|따으으으으악
6|['킁킁', '아', '효', '이', '니', '좀', '깨우', '어', '주', '어']|킁킁아 효니 좀 깨워줘
7|['오', '아', '근데', '채', '엇', '방', '대기', '하', '는', '분', '들', '무엇']|와 근데 챗방 대기하는분들 무엇
8|['근데', '이것', '효', '니', '방송', '만']|근데 이거 효니방송만
9|['켜', '엇', '을', '때', '알람', 'ㅇ', 'ㅗ', '게', '어', '하', '게', '하지', 'ㅇ']|켯을때 알람오게어케하징
10|['안', '되', '나', 'ㅇ']|안되낭
11|['갸', 'ㅇ', '재방송', '보', '아야', '지', 'ㅇ', '흙', '흙']|걍 재방송봐야징 흙흙
12|['을', '마나', '감내', '하', '아야', '하', '는가']|을마나 감내해야하는가
13|['ㅇ', 'ㅗ']|오
14|['효', '이', '니', '형', '자', '?']|효니형 자?
15|['ㅇ', 'ㅗ', '방어', 'ㅄ', 'ㅇ']|오방없ㅇ
16|['ㅇ', 'ㅗ', '방어', 'ㅄ', '각', 'ㅜㅜ']|오방없각 ㅜㅜ
17|['근데', '따', '하', '티코', 'ㄴ', '은', '잇', '는데']|근데 따하티콘은 잇는데
18|['티코', 'ㄴ', '은']|티콘은
19|['어', 'ㅂㅂ', '냐', '.']|업ㅂ냐.
20|['12', '사', '까지', '조', 'ㄴ', '버', '해보', '죠']|12사까지 존버해보죠
21|['그것']|그거
22|['어', '하', '게', '얻', '어', '영']|어케 얻어영
23|['비트', '쓰', 'ㄹ', '때', 'charity', '이', '라는', '것', '로', '쏘', '면', '대', 'ㅁ']|비트쓸때 charity라는걸로 쏘면댐
24|['전', '그냥', '1', '개월', '더', '조', 'ㄴ', '버', '해서']|전 그냥 1개월 더 존버해서
25|['킁킁', '티코', 'ㄴ', '으로']|킁킁티콘으로
26|['갈아타', '아야', '하', '게', '쓰', 'ㅁ']|갈아타야게씀
27|['1', '개월', '뒤', '이', '면', '나', '도', '킁킁', '단', '!']|1개월뒤면 나도 킁킁단!
28|['구독', '이모티콘', '이랑', '같이', '쓰', 'ㄹ', '수', '잇달', '구']|구독이모티콘이랑 같이쓸수잇다구
29|['그지', '색', '기', '이', '라', '.']|그지색기라.
30|['으', '으', '으', '으', '을', '마나', '감내', '하', '아야', '하', '는', '가', '아아', '아']|으으으으을마나 감내해야하는가아아아
31|['여기', '포기', '안', '하', 'ㄴ', '흑우', '어', 'ㅄ', '제', '~', '~']|여기 포기안한 흑우없제~~
