|morphs|origin
0|['바', 'ㅇㅈ', 'ㅗ', 'ㅇ']|방종
1|['ㅇ', 'ㅗ', '바', 'ㅇ', '레', 'ㄹㅇ']|오방레 ㄹㅇ
2|['앗', '...', '바', 'ㅇㅈ', 'ㅗ', 'ㅇ', 'ㅠ']|앗...방종 ㅠ
3|['내일', '공방', '이', '라', '일찍', '끄', 'ㅁ']|내일 공방이라 일찍 끔
4|['바', 'ㅇㅈ', 'ㅗ', 'ㅇ', '?']|방종?
5|['ㄴㄴ', '좀', '이따', '다시', '키', 'ㄴ데요']|ㄴㄴ 좀이따 다시 킨데요
6|['알', '겠', '우', 'ㅂ니다']|알겠웁니다
7|['평소', '에', '이', '시간', '에', '끌', '는', '거', '보', '시', '었', '나', '용']|평소에 이시간에 끄는거 보셨나용
8|['네', 'ㅇ']|넹
9|['그', '로키', 'ㄴ', '하', '죠']|그로킨하죠
10|['병원', '간다', '이', '며']|병원간다며
11|['끝나', '았', '나', '보', '네']|끝났나보네
12|['효', '이', '니']|효니
13|['1', '시간', '뒤', '에', '다시', '키', 'ㄴ', '데', '영']|1시간 뒤에 다시 킨데영
14|['저', '도', '지금', '오', '았', '음', 'ㅋㅋ']|저도 지금왔음ㅋㅋ
15|['효', '이', '니', '아프', '아요', '?']|효니 아파요?
16|['1', '시간', '뒤', '에', '키', 'ㄴ다구요', '?', '?']|1시간뒤에 킨다구요??
17|['네', 'ㅇ', '네', 'ㅇ']|넹넹
18|['오늘', '구독', '권', '512', '개', '투기장', '하', '았', '나요']|오늘 구독권 512개 투기장 했나요
19|['X', 'ㄲ', 'ㅗ', '가', ',', ',', ',']|X꼬가,,,
20|['눕', '어', '있', '어야', '하', '아서', '그렇', 'ㄴ가', 'ㅠ', 'ㅠ', '빠', 'ㅇ', '딩', '이']|누워있어야해서 그런가 ㅠㅠ빵딩이
21|['방종', '하', '았', '어요', '?']|방종했어요?
22|['효', '이', '니', '야생', '감', '?']|효니 야생감?
23|['어디', '가', '았', '어', '이', '어']|어디갔어여
